Transaction Event,Transaction Thread Id,Transaction TimeNs,ValidIndex Event,ValidIndex Thread Id,ValidIndex TimeNs,Position Event,Position Thread Id,Position TimeNs,State Event,State Thread Id,State TimeNs,Name Event,Name Thread Id,Name TimeNs,ComplexComponent Event,ComplexComponent Thread Id,ComplexComponent TimeNs
TransactionEnd,PositionUpdate,1117787947431300,ReadLock,StateUpdate,1117787947428000,CommitLock,PositionUpdate,1117788498272700,ReadUnlock,PositionUpdate,1117787947430500,,,,CommitLock,Print,1117789224367400
TransactionStart,StateUpdate,1117788057425600,ReadLockWait,PositionUpdate,1117787947428100,WriteUnlock,PositionUpdate,1117788498273700,WriteUnlock,StateUpdate,1117787947430900,,,,WriteUnlock,Print,1117789224367700
TransactionStart,PositionUpdate,1117788057425500,ReadLock,PositionUpdate,1117787947428100,WriteLock,PositionUpdate,1117788609185300,WriteLock,StateUpdate,1117788057426500,,,,WriteLock,StateUpdate,1117789271786600
TransactionEnd,StateUpdate,1117788057429200,ReadUnlock,StateUpdate,1117787947431000,CommitLock,PositionUpdate,1117788609187100,ReadLock,PositionUpdate,1117788057426600,,,,CommitLock,StateUpdate,1117789271788600
TransactionEnd,PositionUpdate,1117788057429300,ReadUnlock,PositionUpdate,1117787947431300,WriteUnlock,PositionUpdate,1117788609188000,ReadUnlock,PositionUpdate,1117788057428400,,,,WriteUnlock,StateUpdate,1117789271788900
TransactionStart,StateUpdate,1117788167421900,ReadLock,StateUpdate,1117788057426100,WriteLock,PositionUpdate,1117788719342700,WriteUnlock,StateUpdate,1117788057428900,,,,WriteLock,StateUpdate,1117789381999400
TransactionStart,PositionUpdate,1117788167421900,ReadLock,PositionUpdate,1117788057426200,CommitLock,PositionUpdate,1117788719344400,WriteLock,StateUpdate,1117788167423000,,,,WriteUnlock,StateUpdate,1117789382000300
TransactionEnd,StateUpdate,1117788167425800,ReadUnlock,StateUpdate,1117788057429100,WriteUnlock,PositionUpdate,1117788719345600,ReadLock,PositionUpdate,1117788167423000,,,,WriteLock,StateUpdate,1117789492451100
TransactionEnd,PositionUpdate,1117788167425900,ReadUnlock,PositionUpdate,1117788057429200,WriteLock,PositionUpdate,1117788828797900,ReadUnlock,PositionUpdate,1117788167424900,,,,WriteUnlock,StateUpdate,1117789492453100
TransactionStart,Print,1117788214427700,ReadLockWait,PositionUpdate,1117788167422600,CommitLock,PositionUpdate,1117788828801200,WriteUnlock,StateUpdate,1117788167425500,,,,WriteLock,StateUpdate,1117789604440300
TransactionEnd,Print,1117788214487600,ReadLock,StateUpdate,1117788167422600,WriteUnlock,PositionUpdate,1117788828802000,WriteLock,StateUpdate,1117788276703300,,,,WriteUnlock,StateUpdate,1117789604441300
TransactionStart,StateUpdate,1117788276702300,ReadLock,PositionUpdate,1117788167422600,WriteLock,PositionUpdate,1117788937150300,CommitLock,StateUpdate,1117788276705200,,,,WriteLock,StateUpdate,1117789715519500
TransactionEnd,StateUpdate,1117788276706600,ReadUnlock,StateUpdate,1117788167425600,CommitLock,PositionUpdate,1117788937152300,WriteUnlock,StateUpdate,1117788276706400,,,,WriteUnlock,StateUpdate,1117789715520700
TransactionStart,PositionUpdate,1117788276713100,ReadUnlock,PositionUpdate,1117788167425800,WriteUnlock,PositionUpdate,1117788937153200,ReadLock,PositionUpdate,1117788276713700,,,,WriteLock,StateUpdate,1117789827470500
TransactionEnd,PositionUpdate,1117788276715300,ReadLock,Print,1117788214428400,WriteLock,PositionUpdate,1117789048854100,ReadUnlock,PositionUpdate,1117788276714800,,,,WriteUnlock,StateUpdate,1117789827471500
TransactionStart,PositionUpdate,1117788388200500,ReadUnlock,Print,1117788214487500,CommitLock,PositionUpdate,1117789048855500,WriteLock,StateUpdate,1117788388201500,,,,WriteLock,StateUpdate,1117789936357600
TransactionStart,StateUpdate,1117788388200600,ReadLock,StateUpdate,1117788276702900,WriteUnlock,PositionUpdate,1117789048856100,ReadLock,PositionUpdate,1117788388201700,,,,WriteUnlock,StateUpdate,1117789936358800
TransactionEnd,StateUpdate,1117788388204100,ReadUnlock,StateUpdate,1117788276706500,WriteLock,PositionUpdate,1117789159583400,ReadUnlock,PositionUpdate,1117788388203600,,,,WriteLock,StateUpdate,1117790046933000
TransactionEnd,PositionUpdate,1117788388204500,ReadLock,PositionUpdate,1117788276713400,CommitLock,PositionUpdate,1117789159585900,WriteUnlock,StateUpdate,1117788388203900,,,,WriteUnlock,StateUpdate,1117790046934600
TransactionStart,StateUpdate,1117788498269900,ReadUnlock,PositionUpdate,1117788276715200,WriteUnlock,PositionUpdate,1117789159587200,WriteLock,StateUpdate,1117788498271100,,,,WriteLock,StateUpdate,1117790158156200
TransactionStart,PositionUpdate,1117788498270200,ReadLock,StateUpdate,1117788388201100,ReadLock,Print,1117789224033800,ReadLock,PositionUpdate,1117788498271200,,,,WriteUnlock,StateUpdate,1117790158158000
TransactionEnd,StateUpdate,1117788498273800,ReadLock,PositionUpdate,1117788388201200,ReadUnlock,Print,1117789224368800,ReadUnlock,PositionUpdate,1117788498272800,,,,WriteLock,Print,1117790237282300
TransactionEnd,PositionUpdate,1117788498273900,ReadUnlock,StateUpdate,1117788388204000,WriteLock,PositionUpdate,1117789271776600,WriteUnlock,StateUpdate,1117788498273500,,,,CommitLock,Print,1117790237319000
TransactionStart,PositionUpdate,1117788609184400,ReadUnlock,PositionUpdate,1117788388204400,CommitLock,PositionUpdate,1117789271778600,WriteLock,StateUpdate,1117788609185500,,,,WriteUnlock,Print,1117790237319100
TransactionStart,StateUpdate,1117788609184400,ReadLock,StateUpdate,1117788498270700,WriteUnlock,PositionUpdate,1117789271779600,ReadLock,PositionUpdate,1117788609185500,,,,WriteLock,StateUpdate,1117790268175800
TransactionEnd,StateUpdate,1117788609188200,ReadLock,PositionUpdate,1117788498270800,WriteLock,PositionUpdate,1117789381997700,ReadUnlock,PositionUpdate,1117788609187100,,,,CommitLock,StateUpdate,1117790268177400
TransactionEnd,PositionUpdate,1117788609188300,ReadUnlock,StateUpdate,1117788498273600,CommitLock,PositionUpdate,1117789381999500,WriteUnlock,StateUpdate,1117788609188000,,,,WriteUnlock,StateUpdate,1117790268177500
TransactionStart,StateUpdate,1117788719307400,ReadUnlock,PositionUpdate,1117788498273800,WriteUnlock,PositionUpdate,1117789382000800,WriteLock,StateUpdate,1117788719308200,,,,WriteLock,StateUpdate,1117790377023500
TransactionEnd,StateUpdate,1117788719311000,ReadLock,PositionUpdate,1117788609185100,WriteLock,PositionUpdate,1117789492460200,WriteUnlock,StateUpdate,1117788719310700,,,,WriteUnlock,StateUpdate,1117790377025800
TransactionStart,PositionUpdate,1117788719342100,ReadLock,StateUpdate,1117788609185100,CommitLock,PositionUpdate,1117789492461500,ReadLock,PositionUpdate,1117788719342800,,,,WriteLock,StateUpdate,1117790486793400
TransactionEnd,PositionUpdate,1117788719345900,ReadUnlock,StateUpdate,1117788609188100,WriteUnlock,PositionUpdate,1117789492462000,ReadUnlock,PositionUpdate,1117788719344500,,,,WriteUnlock,StateUpdate,1117790486794500
TransactionStart,StateUpdate,1117788828797000,ReadUnlock,PositionUpdate,1117788609188200,WriteLock,PositionUpdate,1117789604433700,WriteLock,StateUpdate,1117788828798000,,,,WriteLock,StateUpdate,1117790596460200
TransactionStart,PositionUpdate,1117788828797000,ReadLock,StateUpdate,1117788719307900,CommitLock,PositionUpdate,1117789604435700,ReadLock,PositionUpdate,1117788828798000,,,,WriteUnlock,StateUpdate,1117790596461000
TransactionEnd,StateUpdate,1117788828800600,ReadUnlock,StateUpdate,1117788719310900,WriteUnlock,PositionUpdate,1117789604436600,WriteUnlock,StateUpdate,1117788828800300,,,,WriteLock,StateUpdate,1117790708519300
TransactionEnd,PositionUpdate,1117788828802200,ReadLock,PositionUpdate,1117788719342500,WriteLock,PositionUpdate,1117789715519200,ReadUnlock,PositionUpdate,1117788828801300,,,,WriteUnlock,StateUpdate,1117790708520400
TransactionStart,PositionUpdate,1117788937149500,ReadUnlock,PositionUpdate,1117788719345800,CommitLock,PositionUpdate,1117789715520900,ReadLock,PositionUpdate,1117788937150500,,,,WriteLock,StateUpdate,1117790820521600
TransactionEnd,PositionUpdate,1117788937153500,ReadLock,StateUpdate,1117788828797600,WriteUnlock,PositionUpdate,1117789715522000,ReadUnlock,PositionUpdate,1117788937152300,,,,WriteUnlock,StateUpdate,1117790820522900
TransactionStart,StateUpdate,1117788937159100,ReadLock,PositionUpdate,1117788828797700,WriteLock,PositionUpdate,1117789827459300,WriteLock,StateUpdate,1117788937159400,,,,WriteLock,StateUpdate,1117790930539100
TransactionEnd,StateUpdate,1117788937160600,ReadUnlock,StateUpdate,1117788828800500,CommitLock,PositionUpdate,1117789827462500,WriteUnlock,StateUpdate,1117788937160400,,,,WriteUnlock,StateUpdate,1117790930540600
TransactionStart,StateUpdate,1117789048829300,ReadUnlock,PositionUpdate,1117788828802100,WriteUnlock,PositionUpdate,1117789827463700,WriteLock,StateUpdate,1117789048830300,,,,WriteLock,StateUpdate,1117791042551600
TransactionEnd,StateUpdate,1117789048832900,ReadLock,PositionUpdate,1117788937150000,WriteLock,PositionUpdate,1117789936357500,WriteUnlock,StateUpdate,1117789048832700,,,,WriteUnlock,StateUpdate,1117791042552700
TransactionStart,PositionUpdate,1117789048853500,ReadUnlock,PositionUpdate,1117788937153300,CommitLock,PositionUpdate,1117789936358900,ReadLock,PositionUpdate,1117789048854200,,,,WriteLock,StateUpdate,1117791153128700
TransactionEnd,PositionUpdate,1117789048856200,ReadLock,StateUpdate,1117788937159200,WriteUnlock,PositionUpdate,1117789936359700,ReadUnlock,PositionUpdate,1117789048855500,,,,WriteUnlock,StateUpdate,1117791153130500
TransactionStart,PositionUpdate,1117789159582400,ReadUnlock,StateUpdate,1117788937160500,WriteLock,PositionUpdate,1117790046932600,ReadLock,PositionUpdate,1117789159583700,,,,,,
TransactionEnd,PositionUpdate,1117789159587400,ReadLock,StateUpdate,1117789048829900,CommitLock,PositionUpdate,1117790046934700,ReadUnlock,PositionUpdate,1117789159586000,,,,,,
TransactionStart,StateUpdate,1117789159590200,ReadUnlock,StateUpdate,1117789048832800,WriteUnlock,PositionUpdate,1117790046935600,WriteLock,StateUpdate,1117789159590800,,,,,,
TransactionEnd,StateUpdate,1117789159592600,ReadLock,PositionUpdate,1117789048853800,WriteLock,PositionUpdate,1117790158168900,WriteUnlock,StateUpdate,1117789159592400,,,,,,
TransactionStart,Print,1117789224032600,ReadUnlock,PositionUpdate,1117789048856200,CommitLock,PositionUpdate,1117790158170200,ReadLock,PositionUpdate,1117789271776700,,,,,,
TransactionEnd,Print,1117789224369200,ReadLock,PositionUpdate,1117789159583000,WriteUnlock,PositionUpdate,1117790158170900,ReadUnlock,PositionUpdate,1117789271778600,,,,,,
TransactionStart,PositionUpdate,1117789271775600,ReadUnlock,PositionUpdate,1117789159587300,ReadLock,Print,1117790237281900,WriteLock,StateUpdate,1117789271786300,,,,,,
TransactionEnd,PositionUpdate,1117789271779900,ReadLock,StateUpdate,1117789159590500,ReadUnlock,Print,1117790237319900,CommitLock,StateUpdate,1117789271788600,,,,,,
TransactionStart,StateUpdate,1117789271785900,ReadUnlock,StateUpdate,1117789159592500,WriteLock,PositionUpdate,1117790268174400,WriteUnlock,StateUpdate,1117789271789300,,,,,,
TransactionEnd,StateUpdate,1117789271797200,ReadLock,Print,1117789224033400,CommitLock,PositionUpdate,1117790268176500,ReadLock,PositionUpdate,1117789381998000,,,,,,
TransactionStart,PositionUpdate,1117789381996900,ReadUnlock,Print,1117789224369000,WriteUnlock,PositionUpdate,1117790268177600,WriteLock,StateUpdate,1117789381999100,,,,,,
TransactionStart,StateUpdate,1117789381998600,ReadLock,PositionUpdate,1117789271776300,WriteLock,PositionUpdate,1117790377028100,ReadUnlock,PositionUpdate,1117789381999600,,,,,,
TransactionEnd,PositionUpdate,1117789382001100,ReadUnlock,PositionUpdate,1117789271779800,CommitLock,PositionUpdate,1117790377030200,WriteUnlock,StateUpdate,1117789382000900,,,,,,
TransactionEnd,StateUpdate,1117789382001200,ReadLock,StateUpdate,1117789271786200,WriteUnlock,PositionUpdate,1117790377030800,WriteLock,StateUpdate,1117789492450700,,,,,,
TransactionStart,StateUpdate,1117789492449500,ReadUnlock,StateUpdate,1117789271789400,WriteLock,PositionUpdate,1117790486793800,WriteUnlock,StateUpdate,1117789492453800,,,,,,
